"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40"
"Kickoff.Out.Of.Bounds",0.0284793858247573,0.00973650900965955,0.0514780121761913,-0.0406153078017918,-0.0256306283660844,-0.130062167232657,0.316060996302133,0.389431871437308,0.0462237329459631,-0.0521899341787878,-0.0119220184557229,-0.204438746398147,-0.407310144002777,-0.127714195046812,0.247998672659818,0.0457223144932395,0.00496241015734412,-0.389370667546939,-0.1318268974449,-0.0405075099884449,-0.0492027353996085,0.447272688544814,-0.0775552524883448,-0.0730651302975092,-0.03034386627432,0.1548995854456,-0.128268767006025,0.011290423124887,0.0458734049982574,-0.0276008744706505,0.00765772882964895,-0.00458948030038482,0.0407019549431315,-0.0343146933973687,0.0106729487527971,-0.00724379938319281,0.0136718349947493,0.00238111520515799,0.0307124682801387,0.00281702620108031
"Kickoff.Onside",-0.107562595777992,0.029894510965645,0.200008213402241,0.00438184565241386,-0.00942778529411784,0.090336523864489,0.0245227893648891,-0.277568814963535,-0.0263671321561086,0.0171573877657353,0.0991313260505506,0.108325996226997,0.115206906356901,-0.464101201525931,0.0818102528878077,-0.161998347889607,-0.212586648861012,-0.054760634963958,-0.0481645468341329,-0.57546377505159,-0.145096855370318,0.128845399601244,-0.168935464713097,0.307779090628958,-0.094889225643888,0.0173235201948397,0.100672295190665,0.0357710523524967,0.0973227699538139,0.0138620186709037,0.0131750851036322,6.86892334088134e-06,0.0153187149101048,0.00802658751715895,-0.0166411548055297,-0.018943330526574,0.00934652650646422,0.0155500664979987,0.0552849848783036,0.000775661387322192
"Fumble.Lost",-0.0316555543527187,-0.0365217542167068,0.0686928735492248,-0.297131455364847,0.128075708201577,0.0254323898311378,0.0841980292111552,-0.0488823997729691,0.102873003699153,0.0901460629185895,-0.249581488040801,0.213183569222102,-0.383495001307364,0.0435623869103644,-0.0623982727811494,-0.374218194678355,-0.288655342110588,0.154545175320634,-0.451833787580451,0.166978953668523,0.035249596928086,-0.226018925334833,-0.16623223811935,0.0442500181973461,-0.082086333526052,-0.0316261224986695,-0.112252466327865,0.0398388612579535,-0.0574159521507487,0.0603818603257713,0.0426608329393477,0.0285965214883514,-0.00479535698141605,-0.0112393639453674,0.00973813776845809,-0.0746334667658048,0.0110446442361154,0.00762421008697731,-0.00537399629660622,-0.00965399574286682
"Tackle.Solo",0.00307734499030653,0.193911917833236,0.146670684213153,-0.189954484632412,0.386862194499701,-0.316344901093192,-0.0475487211370582,-0.162284194500675,0.0871715102480707,-0.0491866599725085,0.195409231042267,0.0440214225800672,0.11809460954398,0.148723580161447,0.0298345522101459,0.026434402964615,0.0941976570541122,-0.240022535981497,-0.0383816502488628,-0.0412511851709013,0.0510003154012047,-0.0857552408469182,0.0700067258327179,0.0348721537688264,0.0280758718225064,0.0276225714762504,-0.0571568034085581,0.126233130852812,-0.0597320761193887,-0.0377089005367368,-0.0295637679611033,-0.149984098430138,0.153115698858646,-0.579505766263294,0.119335884452398,-0.16698676090232,0.0207518840224717,0.0136765287851617,0.0424932705023647,-0.0014715347416462
"Tackle.Assist",-0.0872965443915648,-0.0647188251078967,0.0228134676844067,0.192716457884232,-0.431891450888459,0.183588896676013,0.0495724877716656,-0.138870394392277,0.086589400786178,0.0726597882261397,-0.492478101241942,-0.114864520952263,-0.114458016711825,0.0690995841774144,-0.104836117911211,0.0231747285618881,-0.111110445427435,0.0192210042925222,0.125655553142376,-0.0652331292188051,0.00182607569438592,0.0842974172653658,0.101745216851377,-0.0231989823399497,-0.00760347407644048,-0.0278787289499119,0.103834193256772,-0.0435453292072335,-0.036021878943076,-0.0349575672664232,0.0140774490952633,-0.163663999191304,0.132105434541609,-0.509333653522646,0.133999915525934,-0.13835492795803,0.0304579646130669,0.0220221992776102,0.0363605724775114,-0.0127739349606321
"Tackle.For.Loss.Yard",0.216628584736914,0.160591818921582,-0.198308070413247,-0.183668565408723,0.15730405304303,0.126920218762768,-0.0119320029056211,0.2102167723435,0.0508147557783615,-0.0823168323911965,-0.124095098754367,0.0743229510150479,0.126561852107325,-0.158877532339919,-0.144629621654128,0.105098569092625,-0.244794331379292,-0.0489860593540769,0.00601210999520384,-0.0366166583056922,-0.140813023451193,0.0570372821864214,0.0961509707116621,-0.00838710006099035,0.112136221559865,-0.153283631928012,0.0770666830373947,-0.0783993265026467,-0.0590614028109313,-0.0169585613302296,-0.11559933980409,-0.00833082282385207,-0.0385551282215759,0.0718500092443446,0.690214879940179,0.0941097228259652,0.093086336132067,-0.0590162881964951,-0.00192197954262327,-0.0037512408286787
"Sack.Yard",0.235651500588936,0.122995221724422,-0.183424216734879,-0.149941236294492,0.153871811835811,0.138963358619786,-0.014783076524916,0.206027275383491,0.0213690733440868,-0.0605937759760516,-0.0879884634913694,0.0773947181349154,0.0942101637249744,-0.162638590817037,-0.19491357323854,0.129613587327024,-0.258043073282335,-0.0288073049393862,-0.0156851045636224,0.014223891077376,-0.14258523534093,0.0889723295186494,0.109579671530738,0.0045865721480712,0.151008758508388,-0.188194876200871,0.0583640316160134,-0.132042658997573,0.000486248691690144,-0.117938266159418,0.10005893063905,-0.0363232458568435,0.0454608852735245,-0.20395243761642,-0.646217156512832,-0.0387474953485824,-0.0536192626765167,0.0373155561506141,0.000476710895830221,0.0105074936960603
"QB.Hurry",0.0904578750688999,0.118030797490295,-0.105221145767561,0.127018273179245,-0.108911314426475,0.0821557275415344,-0.00589762937896189,-0.0047706270184515,0.0832582886901104,-0.128527390103777,-0.299843715632181,0.354023244400218,0.0622162318399027,-0.243618096735571,0.370242002068071,0.285907233692938,0.176408174504903,-0.263866277308324,-0.0194232682658197,0.0630925654770397,-0.0220447791968377,-0.422835413911257,-0.137898166703897,0.0128543440562082,-0.0919808527207599,-0.0105140134790058,-0.281807214961535,0.0733971615911395,0.0907127516594634,0.00524777985668458,-0.0572725597746916,-0.00443975146024236,-0.0241991278138271,-0.0110873736333775,-0.0396357895674069,-0.0134509795028677,-0.00415152725747777,-0.0176569012079926,-5.95938177873068e-05,0.000555270052109279
"Fumble.Forced",0.0609644691474709,0.042424313893351,0.0430069488803209,-0.184348763064398,0.241520611950369,0.0485055395628644,0.047436309080433,-0.0918632728748989,-0.286516812011278,-0.232356276955313,-0.382769085112697,-0.339642017633554,0.209031344070684,0.0366925134730271,-0.197468085221846,0.0761849900196258,-0.0395389007700588,0.0720848953077289,0.119408429823421,-0.0915688550013952,0.168202430612315,0.040842572733933,-0.243202026541723,-0.0629514452514409,-0.319674595928902,0.28948572250145,-0.284779101601503,-0.0188622744028296,0.0274103677101261,-0.0539160034271621,-0.00630045433846056,0.0113738440960702,-0.00256296608376963,0.047437902598139,-0.0367456121729925,0.0368974614331632,-0.016960943570022,-0.0187247165122714,-0.0050876106890517,0.0102493449765592
"Pass.Broken.Up",0.2147525341807,0.10639369171828,-0.0450796018122111,-0.0577720300352962,-0.0344787826039988,0.145454713012047,-0.0248058659684376,-0.180854033639772,0.196995675298377,0.0268550482390953,0.0344347261172333,0.0503916771537429,-0.173655088255388,0.166898650199509,0.0164998823826416,0.197374046484142,-0.00946369968425415,0.117359455259627,0.0868188102770825,-0.113773372524596,0.122606301104407,0.0734671857391572,-0.380480539986473,0.136062290029082,0.567231854682222,0.35205419086542,-0.0233675196758579,0.116493424179728,-0.161488737118227,-0.179303112777213,0.0136766802976279,0.00439095942076976,-0.0377329643506001,0.0515778217844147,-0.00607331353625253,0.015169201289473,0.0126514543168136,-0.0120058479493192,-0.00503391579299658,0.0070839662056744
"Kick.Punt.Blocked",0.0100092696817194,0.0567928089244167,-0.0434287576602161,-0.227639800392301,-0.248522495814981,0.137303189931842,0.399070340843124,-0.110361514816026,-0.0965744323131164,-0.14996087393866,0.0964678334192422,0.122271223083598,0.149503345479568,-0.0100278599436396,-0.170779711036707,-0.0317207916233364,0.0925151679188667,-0.154065500045524,-0.156762447675012,0.22409961976499,-0.040294081065906,-0.0853576167399033,0.3339451478247,0.251675403230996,-0.00761774972530295,0.492769970105424,0.192499761092045,-0.0217769938263182,0.0762499741754703,-0.00163254472529249,-0.0258198894184544,-0.00946925872024526,0.0362629099108581,0.0238813294793614,-0.0128879969206818,0.0478000113720376,0.00191838740880146,-0.00170160838686914,-0.00274147256042739,0.00522787603514121
"X1st.Down.Rush",0.190784576813623,-0.392057075247394,0.0490406619258181,-0.043241673777615,0.0875863906834699,-0.0465072494967322,0.0439687767823122,-0.0822941571331439,0.0771971403796964,-0.0705367428089408,-0.013454888249619,0.0487838635504448,-0.0745189362238937,0.0126165762447607,-0.000510057308908053,-0.0247951960428411,-0.0612581389882448,-0.131664432317039,0.164982677141471,-0.0362567603684456,0.0195873147887331,-0.109136326731781,-0.0185573801320976,-0.0731963004166417,-0.0124231383040577,0.0110904872173333,0.0920422797486964,-0.000132237126231088,-0.0278716286505667,0.131890150782562,-0.0751825918495182,-0.147071743513418,0.118887033824067,-0.0257965269882579,-0.0886797830470228,0.513716259290492,0.433382003377708,0.279932727468404,0.114605987190153,-0.282042453196261
"X1st.Down.Pass",0.126296630040189,0.345331531333443,0.273475320563778,0.197282973369813,-0.0579539225790743,0.0255495784537266,0.0133914658184572,0.0874696457524846,-0.0222377113970379,0.0592432602077035,-0.00393022278395925,0.0134463835239305,0.0384607246547182,0.0158503700750567,-0.0398605614938321,-0.0406674027883545,-0.0130916627086729,0.0796967402064734,-0.11259918015064,0.0504706873843186,0.117617635993853,0.0526324459985876,0.0169283203375109,0.0808320142996382,-0.0133096357609099,-0.0406266056812846,-0.0599828385861544,0.0063922020749812,-0.092854583385583,0.115641434354151,-0.103377826368709,-0.0471547948221274,0.113725083066717,-0.0448780024794889,-0.0385879585734245,0.356762943482018,-0.281523990641925,-0.363848058466256,0.12062080057913,-0.524040589920029
"X1st.Down.Penalty",-0.0266644872042069,0.199914217395104,0.203997685454705,0.0393961833406753,0.0149236417490423,0.0910096548241426,0.0215565565509126,-0.0343216063891003,-0.101787748093378,-0.0140818849594697,0.0792607201267952,-0.294301190153382,-0.243067402655965,-0.0381965300307638,-0.247123762543119,-0.0409695603334225,0.103628140100909,-0.139559076699345,0.175321817109351,0.115532310493641,-0.635905657983684,-0.354053828071031,-0.219373237218432,-0.0656558890657462,0.0850463011292859,-0.0282493164729791,0.0496551321712075,0.0328971529524255,0.0550894377197961,0.00961857614005534,0.0651303359735267,0.0307736334927057,0.0316476298910929,0.00112838253835091,0.0124584484280239,0.0262537588329886,0.0135207904096442,-0.0292159468292568,-0.00246109626750933,0.00359269007322588
"Time.Of.Possession",0.0811740395575646,-0.216592918181072,-0.0917325378070627,0.110811633170755,-0.00212177963144442,0.232712951229632,0.0328338049667957,0.287527613235761,-0.188557967330714,-0.181525548626639,0.314367735779165,0.0192399855797891,0.0512702027967489,-0.230023789661939,0.0677924258115185,-0.0550890444982789,0.145194630470196,0.385082996040513,-0.114147478710342,0.105136656547878,-0.00443685226284461,-0.0496036068681109,-0.313346963665853,-0.00333987134028512,-0.0150210852667514,0.121396650649935,-0.031040701926481,-0.155288452855369,-0.0775864982581715,0.126840577417286,-0.0566636934578728,-0.111028499716706,0.194316162994839,-0.354380787994283,0.100493938073654,-0.102471329966191,0.0184852731538661,0.0289851282473999,0.00455348215824995,0.00748898196155446
"Penalty",0.0217576885275499,0.217964107666326,0.0585593221963786,-0.242476676292826,-0.0259761100328062,0.0168320859282387,0.0768480084284547,0.144177743982707,-0.00176307092671339,0.0237283920376572,0.129932624471376,0.185883515451668,-0.322625032464672,-0.0736674292691341,0.159560639926317,0.0717951479468212,-0.120307051591907,0.338236904461262,0.569010691790701,-0.0441366385995858,0.0423426908811854,-0.0787228700625491,0.204197997236794,0.00131808564088838,-0.321220724138703,0.106150632354874,0.0327293930486713,0.183164448720171,-0.0809169176124849,-0.0314694183071877,0.0425074994570845,-0.019821379622669,-0.0423931313262695,-0.0363686764750146,-0.0119228002098619,-0.0507995425633361,-0.000357737300614253,0.011524967285836,0.00316228486020851,-0.0305229365317379
"Third.Down.Att",-0.111651822522263,0.031010368054068,0.115001467848595,0.00960538779086485,0.200628136399193,0.526638593836853,-0.0601533614016307,-0.0936724533508301,0.321345913162822,-0.211268733210159,0.102902579192231,-0.162180254352749,-0.0831388935816897,-0.00208829850430905,0.0475381463466744,0.0022358773682827,0.0289990236682761,-0.122261970977172,0.0143114604459465,0.108093591097777,0.153228454029091,0.0340380663436551,0.0936753661105085,0.00966391284823614,-0.068451282057721,-0.0902210126452739,0.00520745741303161,-0.00121542490664886,0.0215798399036325,0.0440415349055506,-0.0623648520769487,-0.0397514409706112,0.00284760457368142,0.0651073057690884,0.0501478837867628,-0.00630093251097358,-0.39002905053273,0.45201581820052,0.0168488828033947,-0.0620655627905009
"Third.Down.Conv",0.191879775737079,-0.0928583509501175,0.248128728529819,0.223900121793968,0.0979606925795841,0.242544880466181,0.00336633200747566,0.0145980486730409,0.128510898819611,-0.245865848626385,0.0948866394405213,-0.0424472338808799,-0.0352824662189014,-0.0173623866791111,-0.03890242556324,-0.0877502583116394,-0.0425738554288085,-0.120967484029314,0.0160167689513986,0.15309538548015,0.252096438291619,-0.0263441103945092,0.00334704528590805,0.0766066527775845,-0.146304323766653,-0.123355827635121,0.166719661178251,0.143394964231417,0.0613423629190256,-0.344811146748351,0.145451188740788,0.176080144571251,-0.0310929995480472,-0.0106150729644146,-2.43795578290581e-05,-0.105249236134722,0.350300161508859,-0.399120887984342,-0.0294509559440232,0.102886890065248
"Fourth.Down.Att",-0.110093603094359,-0.13610711219397,0.336144885346137,-0.216478511353611,0.0842884844648752,0.201402826217916,0.104365636008589,0.0867607689909946,0.0977445668651388,0.242208473578404,-0.0905358860256405,0.000421199273793062,0.172193875721891,0.000521258258075901,0.0920882808314255,0.0944829275629979,0.118238320933784,0.0851745680187287,0.00306355273173139,-0.00914778624581074,-0.114151084697453,0.0162671819994101,0.0915020227458467,-0.123508877017973,0.107961096099149,-0.0307181778855992,-0.0744144829450286,-0.00348294672572379,-0.0302477144914851,-0.114679002941946,-0.338783093541524,-0.320862472604015,0.302048991542307,0.27500600664924,-0.0810926485267035,-0.282804693939927,0.170539251979078,-0.16222808755097,-0.00160080441167153,-0.0540736741078179
"Fourth.Down.Conv",-0.000682205474242323,-0.198231123918486,0.325680920012858,-0.185008651414591,0.0802780269285553,0.205752013344889,0.129501619864071,0.0649392945236574,0.0855512553902795,0.227967505068319,-0.0781281997299847,0.0319485240682199,0.198952413160157,-0.0392136028668446,0.106239466546414,0.0916286002645904,0.176118500739078,0.109808652284845,-0.0252228263419787,-0.0551281839781715,-0.10974779487732,0.0379366300683263,0.144328655719021,-0.142360548250748,0.13529950523629,0.0337467572837162,-0.161067492928217,0.000711093162515247,-0.0294838921957431,0.135849829610694,0.415411798658067,0.320727557010861,-0.2688616723455,-0.226547221520559,0.0610075097497167,0.211887798142705,-0.032612006704987,-0.0551918703422228,0.00236204194784044,0.0748639049004422
"Red.Zone.Att",0.323005730798749,0.00172186454323504,0.191154559066474,0.0921522051363807,-0.013097750051719,-0.024231454878574,0.0476922508310102,0.067249465115715,0.00388940911546288,-0.00659927715939997,-0.0041588940426847,-0.0754383281093616,-0.00240912897983996,0.0250944778652863,-0.0385490145057334,-0.0827512337078626,0.000948565605181894,0.0105468684722397,-0.0224791252076041,-0.0626158632855777,0.0327246992228157,-0.0639164681449334,0.0346808426981243,0.00613333612027842,0.0308343616637886,0.0363555553998038,0.044394399369299,-0.0181761369291846,0.0983224337541044,0.247502084298943,-0.283068857373664,-0.342485022100465,-0.704677718712903,-0.0551844237656991,-0.0627484121815421,-0.185234292154331,0.0221876838623887,0.0174740015909003,0.0374557449426705,0.0664642245964796
